respondent,trial_nr,salience,position,responseTime
98,22,high,central,601.394095690921
98,23,low,central,1552.244802704081
98,24,high,central,550.593442749232
98,25,low,central,801.0996161028743
98,26,high,peripheral,617.6836951635778
98,27,high,central,768.6768616549671
98,28,low,central,718.6039134394377
98,29,high,central,584.5379766542464
98,30,high,peripheral,768.6290591955185
98,31,low,peripheral,1285.5284370016307
98,32,high,peripheral,734.4143025111407
99,1,high,peripheral,1051.854140125215
99,3,low,central,1485.0572089198977
99,4,high,peripheral,884.7436883952469
99,5,high,peripheral,634.4910466577858
99,6,high,central,951.6903480980545
99,7,low,central,1118.9600096549839
99,8,low,central,1084.9653966724873
99,9,low,peripheral,2152.184648439288
99,10,low,central,885.3023045230657
99,11,low,central,717.9504705127329
99,12,low,central,868.0784308817238
99,13,low,peripheral,1334.800063399598
99,14,low,peripheral,951.0171639267355
99,15,high,peripheral,717.5585699733347
99,16,high,peripheral,967.540594516322
99,17,high,peripheral,666.865514125675
99,18,high,central,683.5335372015834
99,19,low,peripheral,1200.956917135045
99,20,high,central,800.4368585534394
99,21,high,central,702.0235820673406
99,22,high,central,650.5767498165369
99,23,low,peripheral,1585.308704758063
99,24,high,central,901.4595136977732
99,25,low,central,1067.544386954978
99,26,high,central,751.4054297935218
99,27,low,peripheral,1068.296583602205
99,28,high,peripheral,684.196449816227
99,29,high,central,869.0510713495314
99,30,low,central,1000.5519003607333
99,31,high,peripheral,917.0541558414698
99,32,low,peripheral,1367.890381719917
